ID;Nom du jeu
482;King of Tokyo
483;Montana
484;Reykholt
485;Catan
486;Ninja Dice
487;Penny Papers Adventures - The Skull Island
488;Roll for the Galaxy
489;Welcome To Your Perfect Home
490;Wazabi
491;Paku Paku
492;Qwixx
493;Comment j'ai adopté un dragon
494;Tiny Epic Galaxies
495;Bang! - The Walking Dead
496;Attack of The Jelly Monster
497;Takenoko
498;Bunny Kingdom
499;Poule Mouillée!
500;Bohnanza
501;Give me five
502;Medici
503;Zen Master
504;Fuji Flush
505;Capital Lux
506;Sponsio
507;Armadöra
508;Chawaï
509;Crôa!
510;Gloom
511;Hive Pocket
512;Lords of Scotland
513;Mow
514;Mauw
515;Gang de castors
516;Smile
517;Mixmo
518;Tour de Chats
519;Vitrail
520;La Petite Mort
521;Fantasy II
522;Fantasy
523;Rumble in the Dungeon
524;Terraformars
525;Upstream
526;One Punch Man
527;Pyramids
528;NMBR9
529;Carcassonne
530;King's road
531;The boss
532;Level 8
533;Linko!
534;Kryptos
535;Lotus
536;La Guerre des Moutons
537;Le Bazar des Voleurs
538;Gang Of Four
539;Huit minutes pour un empire
540;Century - Merveilles Orientales
541;Century
542;Kanagawa
543;Exposition Universelle : Chicago 1893
544;Toutilix
545;Orbis
546;Splendor
547;Cerbère
548;Dungeon Fighter
549;U.S. Telegraph
550;La nuit du Grand Poulpe
551;Bang! - The Bullet!
552;Red7
553;Mascarade
554;Amun-Re
555;Rumble in the House
556;Citadelles
557;CS Files
558;New York 1901
559;Ilôs
560;Isle of Skye
561;Meowtopia
562;Ex Libris
563;Ovo
564;Tokaido
565;Zack & Pack
566;Archipelago
567;Abyss
568;Galaxy Trucker
569;Augustus
570;Zooloretto
571;Taluva
572;Rush & Bash
573;Stellium
574;Decrypto
575;Docteur Pilule
576;Privacy - No Limit?!
577;Qui paire gagne
578;Imagine
579;Compatibility
580;Killing Time
581;Taggle
582;Ta bouche
583;Nonsense Family
584;Nonsense
585;Juduku
586;Blanc Manger Coco - Le déluge
587;Blanc Manger Coco
588;Hanabi
589;Agent Trouble
590;Le Désert Interdit
591;Time Bomb
592;Panic Island!
593;Les Poilus
594;Shabadabada
595;The Mind
596;Profiler
597;L'Île interdite
598;Galèrapagos
599;Contrario
600;The Resistance
601;Saboteur
602;Les Loups-Garous de Thiercelieux - Best Of
603;Trôl
604;Jokes de papa
605;Boom Bokken
606;Win !
607;Nosferatu
608;Blue Lagoon
609;Jetlag
610;Texto!
611;CardLine - Animaux
612;Fluxx
613;Topiary
614;Top Face !
615;Limite Limite
616;Zik
617;Oui
618;The Big Idea
619;Black Stories - Faits Vécus
620;Linq
621;Dodelido
622;Mission Pas Possible
623;Hein ? - Famille & Culture Pop
624;Munchkin
625;Tokyo Train
626;Timeline - Multi-thèmes
627;Défifoo
628;Animal suspect
629;Yogi
630;Gobbit
631;Hein ? - Cinéma & Personnalités
632;Kontour
633;SET
634;Codenames Images
635;Codenames Duo
636;Codenames
637;Le monde est fou
638;Pict it
639;Focus
640;When I Dream
641;Dreams
642;Le Donjon de Naheulbeuk
643;Déjà vu?!
644;Yesss!
645;Voodoo
646;Casting
647;Mot pour Mot
648;Creativity
649;Fast Fouille
650;Dixit - Odyssey
651;Cacao
652;Naruto Shippuden
653;Les Montagnes hallucinées
654;Kikafé?
655;Small World
656;Dixit
