ID;Nom du jeu
715;Elixir
716;Lama
717;La Fin des Artichauts
718;Line-it
719;Difference
720;Kagoun
721;Personne N'a Testé Ce Truc ?
722;Bohnanza
723;Papayoo
724;Qwinto
725;Carro Combo
726;Hilo
727;Salade 2 Points
728;Qwixx
729;Set
730;For a Crown
731;TTMC 2
732;Ready Set Bet
733;Quoridor Pac-Man
734;Docteur Pilule
735;Mille Sabords !
736;Quando
737;Velonimo
738;Ohanami
739;Une chauchette chachant chacher
740;Flowers
741;Skyjo Action
742;Courtisans
743;Munchkin
744;Tranquillité
745;Ptibac - Twist
746;Ptibac - Cocorico
747;Cat in the Box
748;Très futé 4 Ever
749;Château Combo
750;Happy City
751;Cortex³ Challenge
752;J'y Crois Pas
753;Mafia de Cuba
754;Not Alone
755;Jokes de papa
756;Zéro à 1000
757;Shadow Hunters
758;Sync or Swim
759;TTMC - Musique avec les Francofolies
760;Maudit Mot Dit
761;Stay Cool
762;Avalon
763;Dilemme Express
764;Dany
765;Sire Sire
766;Juduku  Girl'z Night
767;Master Dragueur
768;Bluffer
769;Fish & Cheat
770;Skip-Bo
771;Trio
772;Skyjo
773;Evergreen - Giant trees and Mushrooms
774;Blot
775;Best Of Loups-Garous de Thiercelieux
776;Bazar Bizarre
777;Secret Identity
778;Skull
779;Pickomino
780;Dobble Connect
781;Unstable Unicorns - NSFW
782;Take That
783;Time Bomb
784;Mixit
785;Roll'cube - 500 questions et défis geek
786;Faux-culte !! - Le Pire Contre-Attaque
787;Ligretto Bleu
788;Kamakai
789;Bröwl
790;Similo - Jurassic World
791;Similo - Contes
792;Similo - Monstres
793;Similo - Histoire
794;Similo - Mythes
795;Similo - Harry Potter
796;Le Jeu du Doigt!
797;RIP - Nature Morte
798;Mega Jackpot
799;Coloretto - 10 ans déjà
800;Dédale
801;Robotrick
802;The Last
803;Cot-Cot Conquête !
804;Story Box - Polar
805;Story Box - Aventures
806;Story Box - Rêves et Cauchemars
807;Inspecteur Leflair
808;Simple & Funky
809;Triggs
810;The Game Extreme
811;The Game en Vert et contre tous
812;Le bois des Couadsous
813;Traîtres à Bord !
814;Kéblo
815;Salade de Cafards
816;Maudits Criquets
817;Hanabi
818;The Mind - Le Devin
819;The Game - le Duel
